student_name,branch,sem1_sub1_mark,sem1_sub2_mark,sem1_sub3_mark,sem1_sub4_mark,sem2_sub1_mark,sem2_sub2_mark,sem2_sub3_mark,sem2_sub4_mark,sem3_sub1_mark,sem3_sub2_mark,sem3_sub3_mark,sem3_sub4_mark,sem4_sub1_mark,sem4_sub2_mark,sem4_sub3_mark,sem4_sub4_mark,club_hours
Ansh Yadav,MECH,24,30,49,45,9,45,49,22,45,45,24,44,15,12,13,20,4
Abhinav Mehra,CSE,69,62,94,100,93,95,80,70,88,77,58,91,79,86,100,98,87
Akhil Saxena,EEE,57,81,88,60,86,56,71,57,81,72,99,75,50,77,85,99,88
Yash Sharma,MECH,85,87,52,82,91,90,67,83,82,97,73,56,89,89,71,72,80
Ankur Sharma,EEE,67,71,100,91,85,95,70,71,88,54,78,64,64,89,92,62,89
Utkarsh Saxena,MECH,54,53,80,95,62,70,72,70,55,50,76,80,80,98,57,91,98
Nikhil Kapoor,ECE,60,72,79,61,89,63,100,75,86,98,56,74,73,65,96,97,97
Anirudh Sharma,EEE,2,2,22,47,30,39,46,11,4,17,46,15,13,32,48,20,19
Kabir Sinha,MECH,86,58,90,71,64,92,79,67,59,68,89,51,81,90,70,76,97
Mohit Yadav,CIVIL,82,91,100,68,81,53,67,87,96,85,69,84,65,93,83,93,91
Advait Varma,EEE,95,97,58,74,82,98,94,98,98,89,98,50,52,50,67,89,86
Mohit Reddy,EEE,68,73,91,97,69,73,88,90,90,68,88,76,98,78,80,86,89
Ankur Varma,ECE,72,86,61,79,56,98,71,63,84,89,50,69,87,51,55,80,96
Abhinav Patel,CSE,87,63,83,75,68,87,63,86,82,72,59,78,51,81,93,87,91
Ansh Varma,MECH,24,11,39,5,26,32,32,33,40,37,31,20,29,14,22,45,70
Vikram Singh,ECE,50,79,60,64,64,63,76,59,78,91,99,85,82,67,79,80,87
Ankur Verma,ECE,73,97,89,93,96,96,90,96,72,82,51,97,79,99,83,84,80
Tanish Chopra,MECH,99,67,52,93,76,78,88,98,75,99,100,72,89,85,84,50,89
Dhruv Verma,AIDS,72,63,91,54,50,54,82,77,84,52,88,51,97,88,82,56,89
Aniket Yadav,AIDS,79,62,58,64,71,88,50,86,57,56,64,65,51,99,78,55,96
Ishaan Chopra,CSE,69,73,62,88,62,74,70,73,81,99,91,100,52,90,91,80,95
Anirudh Mehra,CSE,7,3,16,48,24,23,0,8,37,23,19,46,48,46,33,15,3
Rahul Agarwal,EEE,59,99,72,79,72,76,94,62,92,65,70,64,57,69,61,86,88
Aditya Saxena,CIVIL,53,55,80,73,69,90,94,53,58,98,50,67,50,76,69,83,95
Tanish Chopra,CIVIL,52,84,90,69,87,74,58,76,56,52,65,54,65,81,98,100,80
Aman Kapoor,ECE,71,64,63,96,76,87,63,75,93,81,95,98,83,93,96,92,92
Rahul Sinha,ECE,96,51,88,70,75,86,76,55,59,80,88,68,70,87,89,88,88
Siddharth Varma,MECH,61,62,74,99,92,76,72,85,70,80,99,56,81,73,95,54,85
Karan Kapoor,AIDS,19,44,0,29,25,20,3,38,8,34,14,14,16,39,4,28,67
Shivam Yadav,CIVIL,74,62,79,88,58,72,86,82,88,100,98,81,87,73,53,76,99
Samarth Tiwari,MECH,63,67,82,98,65,61,100,88,89,97,78,54,74,62,80,59,94
Manav Deshmukh,EEE,71,75,52,94,88,81,98,100,81,90,53,61,99,75,67,81,92
Anish Deshmukh,AIDS,59,62,56,66,94,94,90,64,76,62,84,60,68,81,76,52,94
Nikhil Verma,CSE,59,64,73,90,64,72,72,55,89,77,100,83,57,81,73,96,84
Aniket Chopra,ECE,99,57,75,95,68,86,69,88,89,72,59,72,60,95,87,61,90
Yash Varma,CIVIL,7,42,23,16,17,16,3,19,18,23,8,11,42,48,44,6,70
Aditya Kapoor,CSE,86,57,84,59,80,80,98,87,91,67,93,68,82,56,97,96,80
Nikhil Singh,EEE,73,98,72,77,100,65,89,69,93,86,91,66,83,71,80,51,92
Vedant Mehra,ECE,56,76,85,58,68,56,68,66,53,92,71,87,69,82,82,77,99
Rohan Patel,EEE,96,61,63,77,87,69,52,79,83,97,79,86,67,55,96,73,95
Aarush Patel,CIVIL,63,96,88,70,54,78,94,89,97,52,77,89,70,79,64,69,85
Pranav Singh,MECH,53,54,100,96,86,50,71,90,86,97,60,71,58,64,75,78,84
Kabir Tiwari,MECH,27,21,13,30,9,42,48,33,26,24,34,6,41,9,19,20,42
Dhruv Kapoor,CIVIL,61,96,50,79,92,60,53,83,84,58,91,57,96,84,73,95,94
Sahil Saxena,ECE,74,81,67,68,51,68,94,88,81,68,62,55,55,56,68,83,90
Aarav Tiwari,ECE,52,67,70,73,72,99,90,81,68,61,86,95,70,52,68,72,91
Karan Singh,EEE,83,63,88,74,84,50,52,68,76,63,82,95,58,71,54,87,97
Ankur Kapoor,CIVIL,87,99,92,61,79,66,60,61,97,57,96,59,62,63,50,80,88
Aryan Gupta,CIVIL,100,55,81,95,65,65,87,58,56,51,94,81,69,95,51,97,83
Rohan Bansal,EEE,1,22,0,19,46,2,17,48,45,40,48,17,24,46,0,4,61
Aman Deshmukh,ECE,92,63,73,90,66,84,67,72,99,94,92,58,99,57,85,86,83
Rishi Gupta,CIVIL,88,65,65,93,67,96,93,71,69,69,55,90,54,71,90,69,93
Aarav Jha,MECH,64,89,62,64,56,80,98,70,90,60,81,76,59,94,50,97,99
Aniket Gupta,EEE,59,66,100,88,71,94,95,57,54,61,63,78,83,58,78,62,92
Rohan Singh,AIDS,52,80,63,93,68,83,51,58,55,71,75,66,86,63,75,91,82
Akhil Singh,ECE,74,92,52,58,87,84,90,60,67,93,82,88,92,89,99,94,94
Karan Kapoor,CIVIL,3,20,8,44,31,26,15,48,26,40,1,40,17,49,44,12,34
Rishi Kapoor,CIVIL,100,65,80,64,59,60,70,50,73,52,99,93,92,62,69,94,100
Dhruv Patel,MECH,79,57,50,54,80,67,71,93,90,96,62,87,75,81,51,80,100
Mayank Kapoor,CSE,53,96,60,84,93,86,87,82,97,54,70,92,81,81,76,61,97
Shivam Sharma,CIVIL,85,87,78,60,85,56,60,83,91,93,52,65,57,97,100,82,98
Aryan Agarwal,AIDS,83,98,85,89,70,82,72,97,96,84,100,95,95,74,76,62,89
Rahul Kapoor,CSE,79,71,100,52,53,83,50,88,57,100,100,78,50,82,60,52,97
Rahul Sinha,CIVIL,37,1,34,38,32,30,24,10,1,24,17,48,26,14,48,46,59
Divyansh Bansal,MECH,63,53,68,76,76,64,56,61,98,75,78,89,100,50,77,76,92
Aryan Varma,CSE,95,88,68,51,50,76,92,75,98,55,75,53,97,89,97,64,91
Ayush Varma,CIVIL,86,69,89,54,93,66,67,56,90,54,63,99,66,78,99,95,95
Arjun Gupta,ECE,90,52,73,52,92,54,84,82,84,76,77,81,92,97,64,56,99
Sahil Mehra,ECE,72,83,50,54,50,92,75,60,74,60,60,67,87,75,90,81,84
Manav Mehra,ECE,83,59,54,52,61,95,72,81,71,91,71,62,85,85,70,91,99
Rahul Reddy,CIVIL,30,36,28,37,10,44,17,20,0,41,45,47,28,34,39,13,74
Ankur Gupta,EEE,62,71,79,75,61,57,82,95,71,94,97,89,86,86,55,95,83
Karan Agarwal,CSE,61,87,78,76,64,61,89,68,87,72,86,93,86,79,65,86,92
Harsh Reddy,EEE,85,53,56,57,97,66,78,69,90,64,62,67,59,56,77,83,80
Krish Saxena,AIDS,64,59,96,71,88,100,54,81,74,51,68,87,67,67,67,57,84
Sahil Chopra,EEE,54,64,87,50,63,90,57,100,66,100,53,91,86,75,51,57,94
Abhinav Bansal,CIVIL,71,95,71,70,62,81,54,60,63,87,91,80,79,52,65,90,88
Aditya Agarwal,ECE,24,1,44,29,31,48,47,35,41,4,2,31,47,30,32,26,2
Anish Chopra,CSE,80,61,79,79,61,86,72,92,73,88,60,92,58,60,60,75,84
Anish Tiwari,EEE,99,69,79,59,72,85,86,75,89,73,77,69,65,61,93,68,87
Dhruv Patel,AIDS,74,59,62,99,87,96,66,98,76,64,59,87,59,62,66,60,92
Atharva Bansal,CIVIL,74,97,77,82,60,50,69,93,59,89,99,62,77,79,54,71,95
Akhil Jha,CSE,52,79,54,70,87,62,72,87,99,84,55,74,98,67,60,62,84
Tanish Agarwal,CSE,73,54,78,70,51,93,69,94,68,90,86,56,71,79,82,63,98
Mohit Jha,EEE,0,14,45,35,7,48,15,12,44,7,28,13,30,12,29,42,6
Utkarsh Reddy,CIVIL,67,70,93,58,86,69,56,80,58,100,99,60,86,100,64,63,99
Surya Agarwal,CSE,82,91,83,66,84,62,54,60,86,88,74,93,60,57,92,65,100
Rishi Singh,EEE,76,78,93,62,98,69,92,65,58,83,78,59,87,98,53,80,86
Atharva Reddy,AIDS,72,66,58,63,94,71,51,69,73,68,75,82,70,94,81,100,97
Ishaan Verma,MECH,62,73,50,56,91,52,73,96,86,56,72,50,93,71,91,54,81
Rahul Saxena,MECH,81,77,63,95,68,98,88,80,56,84,100,100,62,64,62,63,95
Ishaan Tiwari,AIDS,46,9,14,48,27,10,20,40,43,47,7,7,49,6,24,48,28
Harsh Jha,EEE,96,60,78,61,71,82,74,58,89,76,87,75,57,83,84,94,97
Ishaan Bansal,EEE,52,95,96,92,66,87,64,96,57,84,68,57,80,77,99,68,100
Rohan Singh,ECE,69,100,64,98,97,76,55,84,79,84,67,54,52,88,92,61,88
Aniket Saxena,MECH,91,92,70,88,74,75,78,55,96,62,92,90,87,67,58,82,82
Aditya Kapoor,EEE,88,82,77,71,78,74,53,66,82,56,85,85,98,96,66,80,91
Aniket Sharma,AIDS,92,61,69,50,75,65,97,90,75,98,54,74,74,55,57,58,90
Nikhil Deshmukh,CSE,17,2,34,21,6,10,17,20,15,0,46,29,19,10,48,25,2
Nikhil Tiwari,MECH,89,51,50,95,83,51,54,74,67,87,80,58,56,61,71,62,88
Anirudh Sharma,AIDS,98,62,94,79,53,62,59,61,60,63,85,56,83,74,54,85,85
Abhinav Kapoor,MECH,98,73,50,60,77,62,71,84,58,63,87,75,55,59,77,68,95
Kabir Bansal,ECE,56,66,94,78,68,93,51,53,99,66,84,51,100,78,65,84,83
Atharva Sharma,AIDS,51,94,81,82,97,59,71,73,60,97,75,59,73,64,95,83,85
Divyansh Bansal,CSE,52,64,98,93,96,89,75,59,72,87,66,86,88,89,76,51,92
Akhil Gupta,CIVIL,6,5,25,14,47,49,1,43,23,44,25,47,8,23,18,15,8
Surya Reddy,AIDS,84,53,96,69,93,67,63,96,74,64,54,66,83,68,69,64,96
Siddharth Yadav,CIVIL,86,72,89,79,58,69,66,56,60,78,53,67,76,84,69,51,84
Manav Sharma,ECE,87,56,98,75,80,79,82,98,60,71,53,67,76,100,78,78,83
Manav Chopra,MECH,91,92,55,99,54,58,51,53,97,73,77,50,54,51,65,100,100
Karan Sinha,CSE,99,60,52,91,95,55,68,70,59,88,70,65,65,60,64,74,88
Aarav Tiwari,ECE,88,76,61,95,64,52,93,67,57,98,51,59,59,62,60,96,98
Harsh Yadav,CSE,2,4,20,11,13,42,49,41,10,15,9,29,38,11,32,27,49
Rishi Sharma,EEE,58,72,92,97,59,58,51,61,89,87,77,57,87,74,84,94,99
Aarush Deshmukh,MECH,85,63,60,78,75,58,81,84,100,90,56,74,65,75,87,52,88
Aditya Verma,CIVIL,69,70,62,77,85,51,95,78,76,82,53,58,75,64,97,71,83
Aarav Mehra,AIDS,68,64,75,86,61,66,67,70,81,60,97,72,88,66,54,61,80
Sahil Deshmukh,MECH,78,50,87,85,100,51,92,80,63,65,69,80,74,53,88,54,97
Karan Deshmukh,ECE,95,76,89,96,73,69,76,83,54,95,76,100,55,81,73,71,96
Karan Verma,ECE,34,2,2,28,11,39,29,34,22,23,22,22,24,17,16,16,13
Rohan Sinha,CIVIL,96,53,89,56,53,71,86,73,69,65,67,67,56,73,97,81,100
Abhinav Saxena,ECE,78,88,80,80,96,65,59,62,88,85,100,72,63,57,74,77,99
Vedant Yadav,ECE,64,85,81,76,65,61,94,51,60,55,50,80,92,64,77,72,81
Rahul Jha,AIDS,65,85,75,73,80,80,73,75,83,67,63,92,100,97,91,82,94
Nikhil Saxena,AIDS,69,51,62,79,55,64,71,66,78,83,51,63,82,74,89,57,97
Pranav Sinha,CSE,91,80,71,50,61,100,71,86,60,83,55,81,71,75,75,91,100
Vedant Kapoor,AIDS,6,26,9,39,45,39,6,47,6,26,5,12,29,45,44,11,45
Divyansh Kapoor,AIDS,67,79,72,84,86,77,68,67,58,56,60,74,51,84,98,99,99
Siddharth Verma,AIDS,60,64,84,84,94,78,96,97,72,59,91,66,68,81,67,71,83
Harsh Deshmukh,AIDS,51,54,79,64,58,58,52,59,78,63,68,77,94,52,56,50,90
Manav Sinha,EEE,96,66,86,97,71,63,72,99,71,92,72,91,59,72,71,83,94
Siddharth Tiwari,MECH,50,82,77,92,52,57,62,59,85,97,72,75,82,52,61,98,83
Manav Agarwal,AIDS,94,76,100,98,85,91,84,50,66,77,94,95,84,64,79,64,91
Ankur Agarwal,CIVIL,27,32,38,38,19,42,34,30,18,5,45,47,10,48,35,2,28
Mohit Reddy,CIVIL,96,89,90,69,98,55,67,81,71,90,53,68,61,77,89,82,95
Sahil Singh,EEE,81,66,54,64,97,95,81,99,64,59,54,64,90,70,81,89,86
Atharva Reddy,MECH,82,82,92,84,80,54,54,88,98,77,74,88,79,69,76,52,90
Ankur Kapoor,ECE,86,77,85,69,68,89,60,78,51,53,74,94,57,76,74,93,87
Aryan Sharma,AIDS,97,99,91,75,81,67,77,73,75,97,79,76,74,98,77,65,89
Arjun Gupta,MECH,78,73,96,72,69,68,70,55,70,81,100,74,93,100,97,60,80
Rishi Sinha,MECH,27,18,20,34,46,33,29,17,5,43,36,13,35,3,32,16,2
Dhruv Varma,MECH,65,70,84,87,79,63,61,69,82,61,84,74,59,76,85,82,80
Akhil Mehra,AIDS,92,63,95,84,64,72,85,63,89,84,52,67,56,75,74,52,87
Dhruv Patel,MECH,96,71,82,87,86,75,96,68,75,71,87,92,51,100,93,80,100
Rahul Agarwal,AIDS,99,78,80,81,99,98,52,58,82,67,88,92,74,92,93,89,91
Yash Tiwari,CSE,85,78,50,66,84,85,92,100,89,70,91,78,81,91,52,82,86
Mayank Kapoor,MECH,64,81,52,100,78,60,54,53,98,50,56,83,96,64,70,81,90
Rishi Yadav,MECH,42,35,2,44,18,17,5,36,8,1,48,35,20,28,20,37,23
Vikram Mehra,ECE,72,51,50,97,63,79,60,88,62,99,67,86,66,55,100,74,88
Rishi Agarwal,ECE,89,68,76,87,89,54,90,65,74,89,96,54,60,54,87,63,91
Mayank Singh,ECE,53,79,88,59,91,95,60,85,67,81,84,65,77,82,88,94,80
Vikram Varma,ECE,95,61,56,88,74,96,77,95,61,52,69,60,100,78,60,73,87
Harsh Jha,MECH,80,66,77,64,97,82,86,54,85,75,85,60,96,85,83,58,93
Aman Yadav,MECH,78,61,77,78,56,60,71,59,72,71,53,97,66,70,70,68,92
Aarush Patel,ECE,48,49,18,12,40,20,40,13,1,40,33,6,8,12,27,3,59
Akhil Sharma,CSE,56,95,63,52,70,78,60,85,65,95,84,95,77,70,95,95,91
Mohit Yadav,CSE,53,55,62,66,83,97,78,59,86,52,64,97,74,57,75,63,99
Aman Bansal,ECE,80,70,50,79,82,57,90,61,82,58,53,58,90,91,50,65,95
Mohit Mehra,EEE,84,91,52,62,82,55,98,71,100,90,100,59,94,97,57,92,89
Rohan Agarwal,CIVIL,76,51,88,87,58,57,65,80,99,71,72,100,96,97,76,91,93
Kabir Deshmukh,AIDS,71,51,89,73,82,52,76,66,78,87,80,77,96,80,64,73,96
Anish Tiwari,EEE,9,35,25,12,31,24,0,11,41,40,10,19,11,29,19,26,77
Shreyas Tiwari,CSE,91,68,54,74,72,83,84,98,89,75,58,81,72,57,70,89,98
Nikhil Singh,MECH,74,61,99,69,64,83,94,56,51,89,70,69,69,80,92,63,100
Karan Bansal,EEE,54,62,91,80,60,62,100,74,83,98,53,62,94,95,80,74,86
Rishi Kapoor,CSE,90,91,73,83,60,72,68,50,78,69,78,72,71,72,63,70,99
Harsh Sinha,EEE,76,55,60,79,72,96,63,71,53,61,63,51,54,82,97,59,91
Kabir Patel,AIDS,58,95,75,74,71,94,83,73,73,66,86,82,99,92,94,94,85
Manav Singh,MECH,34,0,8,45,30,37,48,33,42,23,15,24,45,0,46,9,42
Krish Varma,EEE,54,81,94,79,70,81,93,67,80,71,90,80,61,89,52,63,82
Tanish Varma,CIVIL,86,73,97,99,83,54,81,93,60,71,52,54,100,85,54,76,81
Mohit Sharma,MECH,58,54,79,52,98,64,81,73,86,84,62,84,67,63,62,56,83
Aniket Yadav,CSE,51,73,90,85,83,69,57,89,54,82,69,50,88,61,67,91,98
Akhil Jha,AIDS,59,79,95,85,60,67,62,98,91,64,97,50,74,87,88,51,87
Tanish Chopra,ECE,77,92,66,82,84,78,73,98,90,73,65,93,67,50,67,100,81
Shreyas Chopra,MECH,20,18,44,15,40,4,40,44,2,43,33,48,34,35,37,32,8
Kabir Mehra,AIDS,96,94,68,98,64,83,63,100,51,53,83,98,57,51,51,59,90
Mayank Deshmukh,CSE,58,70,84,99,81,90,96,57,58,50,99,82,58,73,98,62,82
Rishi Saxena,ECE,52,50,79,55,55,92,67,82,99,84,87,98,90,89,96,69,85
Rishi Gupta,CSE,73,60,76,65,79,78,96,83,88,97,66,52,98,86,53,61,98
Vedant Verma,MECH,61,67,82,94,84,53,89,81,83,87,73,61,79,79,73,98,83
Aniket Reddy,CSE,67,81,66,76,57,54,79,77,85,78,98,70,67,53,62,62,97
Anish Jha,AIDS,23,0,13,30,20,10,49,10,27,3,43,20,31,7,32,41,65
Vedant Reddy,AIDS,92,91,80,86,78,58,57,82,63,51,84,59,81,82,98,56,92
Samarth Saxena,CIVIL,53,63,77,75,55,85,91,77,54,50,53,70,78,69,77,91,88
Shivam Tiwari,ECE,56,82,100,69,53,65,87,64,50,62,62,88,83,86,73,77,85
Aarush Tiwari,MECH,87,96,84,60,83,96,89,82,84,55,84,86,53,50,73,93,81
Raj Tiwari,EEE,87,68,57,75,69,82,50,76,84,65,73,75,89,50,81,93,100
Anish Sharma,ECE,76,75,98,85,75,85,62,88,66,87,80,77,60,65,98,90,81
Aman Yadav,AIDS,17,28,30,26,34,4,7,29,20,15,13,13,20,20,45,17,72
Ishaan Deshmukh,CSE,61,96,70,76,79,53,58,100,90,79,93,70,68,93,50,73,80
Aditya Patel,MECH,79,85,73,57,85,60,66,95,66,96,86,88,69,85,62,86,91
Krish Patel,EEE,90,86,70,55,92,93,59,97,91,63,74,56,62,91,81,58,81
Ayush Varma,CIVIL,99,52,64,60,59,69,80,89,83,50,66,57,83,62,96,66,90
Divyansh Saxena,MECH,99,67,54,73,97,59,93,74,64,56,86,98,70,66,88,79,100
Aman Patel,EEE,87,62,93,100,95,62,58,88,65,87,86,68,83,79,87,88,90
Aryan Kapoor,ECE,48,7,28,37,2,20,39,7,44,0,7,46,37,41,43,25,15
Shreyas Jha,AIDS,82,88,55,82,64,84,88,87,71,89,80,89,92,71,65,73,93
Aarav Kapoor,AIDS,95,64,65,85,76,80,75,64,98,84,59,55,86,85,98,65,83
Vikram Chopra,CSE,79,58,89,78,80,92,59,87,100,83,87,52,71,66,83,64,98
Tanish Yadav,ECE,98,56,99,69,56,69,64,55,55,69,100,68,74,56,82,88,98
Aman Gupta,EEE,62,98,90,57,69,50,78,74,52,59,68,59,92,68,71,90,94
Surya Sharma,ECE,70,63,73,67,91,84,98,64,81,82,62,97,76,64,78,99,85
Akhil Reddy,CSE,39,16,12,29,3,16,41,32,49,29,24,17,6,20,18,11,76
Pranav Tiwari,MECH,98,74,75,88,65,83,96,95,85,69,89,67,95,97,80,55,88
Utkarsh Saxena,AIDS,64,65,50,64,52,80,54,52,86,67,64,95,89,99,71,78,99
Aarav Yadav,ECE,82,52,87,67,74,61,63,93,62,70,62,71,94,83,60,69,81
Utkarsh Verma,CSE,82,50,64,57,96,65,98,58,72,79,55,94,85,84,72,67,84
Krish Singh,EEE,59,78,78,54,70,90,93,97,88,88,52,64,67,77,88,53,87
Shivam Tiwari,AIDS,59,97,92,77,63,89,63,66,100,74,80,74,55,55,59,80,82
Rahul Gupta,CSE,20,35,3,42,45,37,45,7,46,13,29,45,14,1,27,40,24
Shreyas Reddy,EEE,56,71,92,79,62,66,51,63,69,65,69,97,61,74,62,90,80
Utkarsh Deshmukh,ECE,60,66,50,95,71,50,53,92,72,68,73,87,87,92,59,76,98
Shreyas Sinha,CSE,90,60,68,51,100,100,76,54,99,54,64,50,55,79,90,86,93
Arjun Varma,CSE,87,53,57,64,80,60,60,53,63,72,56,62,56,99,73,60,91
Kabir Yadav,ECE,71,88,56,92,54,53,56,74,74,100,60,89,97,80,97,99,89
Siddharth Saxena,MECH,51,68,56,80,98,79,52,97,72,98,72,76,74,53,55,89,82
Pranav Deshmukh,EEE,13,26,25,48,25,49,30,5,13,8,19,40,38,13,39,26,4
Aditya Agarwal,CIVIL,93,86,50,85,77,71,58,79,77,54,54,81,51,87,75,96,89
Aarush Jha,MECH,97,69,68,66,87,94,50,73,82,95,77,87,60,73,56,77,100
Nikhil Bansal,CSE,54,78,64,71,81,91,54,69,81,95,69,96,52,85,64,71,85
Karan Sharma,ECE,60,55,68,68,88,79,61,73,88,88,58,85,85,77,67,78,81
Aryan Singh,MECH,77,98,83,51,100,55,63,73,98,61,62,65,61,54,77,50,95
Rahul Singh,MECH,84,81,90,89,68,100,87,87,64,64,96,53,53,94,63,84,93
Aryan Varma,MECH,34,0,13,30,24,47,17,43,28,17,17,23,37,37,45,32,73
Ishaan Verma,CSE,59,52,93,61,90,64,98,95,85,81,53,86,60,90,97,70,93
Utkarsh Agarwal,CSE,83,64,68,50,61,65,99,88,100,56,80,69,88,99,57,69,86
Samarth Yadav,AIDS,55,91,95,83,68,77,88,57,80,73,84,75,78,51,60,64,92
Harsh Mehra,CSE,77,68,82,69,61,95,69,62,85,72,66,57,70,75,83,82,92
Kabir Mehra,MECH,51,69,71,66,68,95,51,99,98,82,87,96,63,100,77,93,100
Harsh Kapoor,AIDS,97,77,99,72,56,89,71,88,87,53,55,62,65,88,62,64,86
Abhinav Sharma,CIVIL,5,44,46,8,26,45,14,44,27,35,8,11,41,33,30,12,17
Aarush Varma,ECE,93,88,78,75,72,69,71,59,51,67,68,100,54,85,72,53,81
Vikram Verma,ECE,58,73,99,100,95,68,78,88,83,87,79,81,68,80,65,69,94
Dhruv Gupta,MECH,74,68,57,66,92,81,99,87,91,93,73,56,51,75,90,82,82
Ayush Agarwal,ECE,68,78,60,86,62,50,82,51,65,57,97,91,86,73,86,54,92
Rohan Verma,CSE,92,64,59,84,95,69,86,99,54,69,97,75,79,62,82,59,86
Surya Sinha,ECE,78,72,78,55,88,76,61,79,84,56,98,78,85,87,84,98,82
Akhil Patel,ECE,28,41,13,11,17,4,22,26,2,7,0,2,10,44,32,24,58
Tanish Varma,EEE,88,70,59,66,65,85,87,62,73,95,63,65,74,70,90,78,90
Advait Agarwal,ECE,96,83,58,66,69,67,92,57,63,98,96,88,90,57,54,51,85
Vedant Saxena,EEE,76,83,68,63,98,76,86,62,52,70,57,97,93,98,72,52,100
Rishi Agarwal,CSE,87,92,55,66,91,63,55,77,64,58,82,100,60,52,84,79,83
Tanish Agarwal,MECH,52,56,63,77,79,72,77,90,60,63,84,96,64,57,89,91,83
Rohan Sinha,CSE,51,64,80,99,76,51,74,83,82,64,84,82,86,65,52,82,84
Atharva Sinha,CIVIL,8,45,7,19,33,3,18,28,29,34,14,38,44,9,35,20,38
Rohan Gupta,MECH,58,92,61,89,54,86,91,94,58,57,60,65,79,83,82,57,81
Aarush Saxena,MECH,58,96,77,95,57,65,66,73,76,50,64,69,55,78,93,64,99
Sahil Agarwal,ECE,66,72,62,68,94,71,50,76,96,99,59,71,77,67,87,59,83
Aarav Reddy,AIDS,79,50,52,69,92,86,77,70,69,87,59,89,68,97,93,88,95
Aditya Jha,AIDS,54,87,77,91,57,81,88,95,92,74,83,68,61,67,82,50,80
Aditya Kapoor,CIVIL,59,70,63,81,57,72,67,85,71,97,99,54,68,53,85,68,98
Yash Reddy,CSE,17,30,3,48,19,31,30,13,47,15,10,34,21,7,32,23,57
Ayush Sharma,ECE,84,82,51,50,62,62,86,63,95,80,73,84,77,52,76,69,99
Tanish Saxena,EEE,58,100,58,53,87,64,73,58,90,85,84,83,68,82,79,79,100
Manav Singh,EEE,85,81,92,85,94,65,88,84,75,86,89,95,64,66,81,53,91
Tanish Bansal,CSE,56,82,84,75,80,93,99,80,56,78,82,53,96,83,66,52,88
Advait Tiwari,MECH,53,77,90,55,50,92,88,98,85,73,78,89,54,53,72,77,98
Yash Sharma,CSE,98,84,62,57,55,91,60,79,75,92,65,63,76,59,51,98,92
Raj Patel,MECH,18,37,39,39,9,17,39,29,26,45,34,9,24,34,0,8,18
Aniket Sharma,AIDS,52,77,88,88,52,67,91,75,60,89,67,99,92,50,76,66,92
Aarav Jha,CSE,67,54,79,77,80,97,74,81,93,89,68,84,73,80,95,96,81
Krish Bansal,AIDS,72,91,96,52,90,90,50,93,56,90,77,66,52,95,76,87,88
Anish Varma,CIVIL,77,69,65,60,81,62,67,63,79,51,98,57,99,53,97,84,100
Vikram Yadav,CSE,65,77,55,78,78,86,91,81,58,52,55,54,88,94,74,60,99
Manav Mehra,CSE,82,98,76,67,83,57,96,82,70,70,79,90,70,90,55,61,98
Ishaan Singh,ECE,42,5,37,27,24,21,10,5,3,2,16,1,34,32,41,2,68
Manav Agarwal,MECH,68,82,61,53,69,57,64,68,85,78,73,57,54,99,60,59,84
Vikram Sharma,CIVIL,63,59,92,61,97,87,69,70,60,87,78,99,58,99,67,81,98
Krish Jha,AIDS,51,62,86,51,73,63,95,82,57,56,52,53,68,53,79,74,83
Nikhil Saxena,ECE,62,68,65,89,79,50,69,97,79,82,81,63,87,83,63,74,99
Aditya Mehra,ECE,82,53,82,61,85,99,60,93,66,64,50,59,60,50,77,94,89
Akhil Patel,CIVIL,95,100,67,63,100,58,71,88,53,75,74,95,99,57,85,79,92
Aryan Varma,CSE,14,1,36,9,48,33,34,36,21,19,2,2,0,38,19,47,71
Siddharth Chopra,EEE,81,64,87,96,78,54,84,99,100,59,54,96,71,55,74,94,96
Rishi Varma,CIVIL,86,92,83,67,91,69,64,87,60,66,76,91,84,64,100,63,81
Rahul Jha,CIVIL,57,52,58,66,64,100,56,81,67,67,87,50,57,76,89,99,84
Shivam Saxena,CSE,71,51,100,82,89,53,56,80,69,68,95,62,72,81,92,85,93
Surya Saxena,AIDS,59,57,53,55,56,82,56,64,75,56,67,97,52,53,84,80,85
Rahul Agarwal,EEE,64,100,65,84,93,87,91,72,51,69,80,66,61,69,79,52,90
Anish Patel,CSE,17,1,9,1,49,2,30,14,39,43,27,19,34,18,34,34,36
Aniket Kapoor,MECH,90,69,83,71,93,81,89,60,50,94,90,93,71,78,59,92,98
Utkarsh Deshmukh,EEE,56,53,83,52,77,93,52,66,55,50,56,50,68,91,72,80,85
Mohit Singh,AIDS,53,66,69,82,99,73,95,94,88,80,85,95,79,94,89,75,93
Aniket Deshmukh,CSE,62,83,79,52,77,60,63,80,69,69,95,88,63,86,86,98,81
Shreyas Bansal,CIVIL,80,93,84,67,51,71,53,81,98,68,66,95,51,76,69,58,98
Aditya Kapoor,ECE,88,62,92,91,82,90,78,88,68,63,72,60,65,87,70,99,92
Advait Jha,MECH,22,49,22,22,19,43,12,12,29,38,42,41,14,38,14,39,66
Samarth Yadav,CSE,83,74,78,62,64,50,63,86,97,68,50,56,63,60,54,99,89
Shreyas Reddy,CIVIL,95,55,52,80,80,80,72,65,98,59,86,50,61,90,66,72,92
